"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","46","1 - Deve buscar um produto pelo ID com sucesso","","2026-07-12","passed","2026-07-12","","CT-API-002 - Buscar Produto por ID","",""
"","52","3 - Nenhum valor antigo deve permanecer após a atualização","","2026-07-12","passed","2026-07-12","","CT-API-005 - Validar Atualização do Produto","",""
"","5844","1 - Deve criar um novo usuário com sucesso","","2026-07-12","passed","2026-07-12","","CT-UI-001 - Cadastro de usuário","",""
"","52","2 - Deve localizar o produto pelo nome","","2026-07-12","passed","2026-07-12","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","53","5 - Deve permitir cadastrar produto sem estoque","","2026-07-12","passed","2026-07-12","","CT-API-001 - Cadastro de Produtos","",""
"","168","CT-API-003 - Deve informar que o ID precisa ter 16 caracteres alfanuméricos","","2026-07-12","passed","2026-07-12","","Validação de formato do ID","",""
"","49","Deve rejeitar login - Senha inválida","","2026-07-12","passed","2026-07-12","","CT-API-009 - Login inválido","",""
"","105","CT-API-005 - Deve retornar 405 Method Not Allowed ao tentar atualizar um usuário com PATCH","","2026-07-12","passed","2026-07-12","","Atualizar usuário com PATCH","",""
"","49","1 - Deve confirmar que o produto foi removido com sucesso","","2026-07-12","passed","2026-07-12","","CT-API-007 - Validar Exclusão do Produto","",""
"","52","3 - O ID retornado deve ser o mesmo informado na requisição","","2026-07-12","passed","2026-07-12","","CT-API-002 - Buscar Produto por ID","",""
"","1121","4 - Deve validar senha obrigatória","","2026-07-12","passed","2026-07-12","","CT-UI-001 - Cadastro de usuário","",""
"","1190","2 - Deve informar que o usuário não foi encontrado","","2026-07-12","passed","2026-07-12","","CT-UI-002 - Login de usuário","",""
"","190","CT-API-005 - Deve atualizar apenas o e-mail de um usuário existente mantendo o mesmo _id","","2026-07-12","failed","2026-07-12","","Atualizar usuário com PATCH","",""
"","126","CT-API-001.2 - Cadastro com campos vazios","","2026-07-12","failed","2026-07-12","","Cadastro de usuário","",""
