"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","745","6 - Deve validar senha obrigatória","","2026-08-24","passed","2026-08-24","","CT-UI-002 - Login de usuário","",""
"","103","3 - O ID retornado deve ser o mesmo informado na requisição","","2026-08-24","passed","2026-08-24","","CT-API-002 - Buscar Produto por ID","",""
"","185","CT-API-010 - Deve criar usuário e rejeitar segundo cadastro com e-mail duplicado","","2026-08-24","passed","2026-08-24","","CT-API-010 - Cadastro de Usuário com E-mail Duplicado","",""
"","175","CT-API-005 - Deve retornar 405 Method Not Allowed ao tentar atualizar um usuário com PATCH","","2026-08-24","passed","2026-08-24","","Atualizar usuário com PATCH","",""
"","93","CT-API-003 - Deve retornar mensagem de validação para ID inválido","","2026-08-24","passed","2026-08-24","","Buscar usuário com ID inválido","",""
"","99","CT-API-011 - Deve retornar 400 quando o usuário não existir","","2026-08-24","passed","2026-08-24","","Buscar usuário inexistente","",""
"","1596","2 - Não deve permitir email já cadastrado","","2026-08-24","passed","2026-08-24","","CT-UI-001 - Cadastro de usuário","",""
"","6189","CT-FE-001 - Deve criar um novo usuário com sucesso","","2026-08-24","passed","2026-08-24","","Cadastro de usuário","",""
"","993","3 - Deve informar senha incorreta","","2026-08-24","passed","2026-08-24","","CT-UI-002 - Login de usuário","",""
"","1058","2 - Deve informar que o usuário não foi encontrado","","2026-08-24","passed","2026-08-24","","CT-UI-002 - Login de usuário","",""
"","91","3 - Deve localizar um produto com _id válido","","2026-08-24","passed","2026-08-24","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","81","1 - Deve buscar um produto pelo ID com sucesso","","2026-08-24","passed","2026-08-24","","CT-API-002 - Buscar Produto por ID","",""
"","257","CT-API-007 - Deve excluir um usuário e validar que ele não existe mais","","2026-08-24","passed","2026-08-24","","Excluir Usuário (DELETE)","",""
"","278","CT-API-008 - Deve excluir um usuário e validar que ele não existe mais","","2026-08-24","passed","2026-08-24","","Excluir Usuário (DELETE)","",""
"","108","4 - Não deve permitir preço negativo","","2026-08-24","passed","2026-08-24","","CT-API-001 - Cadastro de Produtos","",""
"","193","CT-API-001.2 - Cadastro com campos vazios","","2026-08-24","failed","2026-08-24","","Cadastro de usuário","",""
"","110","2 - Deve retornar todos os campos do produto","","2026-08-24","passed","2026-08-24","","CT-API-002 - Buscar Produto por ID","",""
"","5587","1 - Deve criar um novo usuário com sucesso","","2026-08-24","passed","2026-08-24","","CT-UI-001 - Cadastro de usuário","",""
"","178","2 - O produto não deve mais existir após a exclusão","","2026-08-24","passed","2026-08-24","","CT-API-006 - Excluir Produto","",""
"","95","1 - Deve excluir um produto com sucesso","","2026-08-24","passed","2026-08-24","","CT-API-006 - Excluir Produto","",""
"","281","CT-API-005 - Deve atualizar um usuário existente mantendo o mesmo _id","","2026-08-24","passed","2026-08-24","","Atualizar usuário","",""
"","96","2 - Não deve permitir cadastro sem token","","2026-08-24","passed","2026-08-24","","CT-API-001 - Cadastro de Produtos","",""
"","83","1 - Deve confirmar que o produto foi removido com sucesso","","2026-08-24","passed","2026-08-24","","CT-API-007 - Validar Exclusão do Produto","",""
"","79","Deve rejeitar login - Senha inválida","","2026-08-24","passed","2026-08-24","","CT-API-009 - Login inválido","",""
"","93","1 - Deve cadastrar um produto com sucesso","","2026-08-24","passed","2026-08-24","","CT-API-001 - Cadastro de Produtos","",""
"","737","4 - Deve validar email inválido","","2026-08-24","passed","2026-08-24","","CT-UI-002 - Login de usuário","",""
"","81","1 - Deve consultar o produto atualizado","","2026-08-24","passed","2026-08-24","","CT-API-005 - Validar Atualização do Produto","",""
"","92","4 - Os dados do produto localizado devem corresponder ao cadastro","","2026-08-24","passed","2026-08-24","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","1097","4 - Deve validar senha obrigatória","","2026-08-24","passed","2026-08-24","","CT-UI-001 - Cadastro de usuário","",""
"","100","2 - O ID excluído não deve retornar nenhum registro válido","","2026-08-24","passed","2026-08-24","","CT-API-007 - Validar Exclusão do Produto","",""
"","175","CT-API-006 - Deve retornar os dados atualizados do usuário","","2026-08-24","failed","2026-08-24","","Validar alteração do usuário","",""
"","104","5 - Deve permitir cadastrar produto sem estoque","","2026-08-24","passed","2026-08-24","","CT-API-001 - Cadastro de Produtos","",""
"","171","CT-API-003 - Deve criar e buscar um usuário pelo ID","","2026-08-24","passed","2026-08-24","","CRUD Usuário - Buscar por ID","",""
"","85","Deve rejeitar login - E-mail inválido","","2026-08-24","passed","2026-08-24","","CT-API-009 - Login inválido","",""
"","250","CT-API-001.1 - Cadastro com e-mail duplicado","","2026-08-24","failed","2026-08-24","","Cadastro de usuário","",""
"","98","CT-API-002 - Deve realizar login com sucesso","","2026-08-24","passed","2026-08-24","","Login de usuário","",""
