"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1125","3 - Deve validar email inválido","","2026-08-14","passed","2026-08-14","","CT-UI-001 - Cadastro de usuário","",""
"","181","CT-API-005 - Deve retornar 405 Method Not Allowed ao tentar atualizar um usuário com PATCH","","2026-08-14","passed","2026-08-14","","Atualizar usuário com PATCH","",""
"","1004","2 - Deve informar que o usuário não foi encontrado","","2026-08-14","passed","2026-08-14","","CT-UI-002 - Login de usuário","",""
"","98","4 - Não deve permitir preço negativo","","2026-08-14","passed","2026-08-14","","CT-API-001 - Cadastro de Produtos","",""
"","92","2 - O ID excluído não deve retornar nenhum registro válido","","2026-08-14","passed","2026-08-14","","CT-API-007 - Validar Exclusão do Produto","",""
"","82","1 - Deve confirmar que o produto foi removido com sucesso","","2026-08-14","passed","2026-08-14","","CT-API-007 - Validar Exclusão do Produto","",""
"","217","CT-API-001.2 - Cadastro com campos vazios","","2026-08-14","failed","2026-08-14","","Cadastro de usuário","",""
"","741","4 - Deve validar email inválido","","2026-08-14","passed","2026-08-14","","CT-UI-002 - Login de usuário","",""
"","96","CT-API-011 - Deve retornar 400 quando o usuário não existir","","2026-08-14","passed","2026-08-14","","Buscar usuário inexistente","",""
"","257","CT-API-008 - Deve excluir um usuário e validar que ele não existe mais","","2026-08-14","passed","2026-08-14","","Excluir Usuário (DELETE)","",""
"","120","5 - Deve permitir cadastrar produto sem estoque","","2026-08-14","passed","2026-08-14","","CT-API-001 - Cadastro de Produtos","",""
"","97","CT-API-002 - Deve realizar login com sucesso","","2026-08-14","passed","2026-08-14","","Login de usuário","",""
"","1579","2 - Não deve permitir email já cadastrado","","2026-08-14","passed","2026-08-14","","CT-UI-001 - Cadastro de usuário","",""
"","248","CT-API-001.1 - Cadastro com e-mail duplicado","","2026-08-14","failed","2026-08-14","","Cadastro de usuário","",""
"","85","3 - Deve localizar um produto com _id válido","","2026-08-14","passed","2026-08-14","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","94","CT-API-003 - Deve informar que o ID precisa ter 16 caracteres alfanuméricos","","2026-08-14","passed","2026-08-14","","Validação de formato do ID","",""
"","737","6 - Deve validar senha obrigatória","","2026-08-14","passed","2026-08-14","","CT-UI-002 - Login de usuário","",""
"","82","1 - Deve listar todos os produtos","","2026-08-14","passed","2026-08-14","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","5666","1 - Deve criar um novo usuário com sucesso","","2026-08-14","passed","2026-08-14","","CT-UI-001 - Cadastro de usuário","",""
"","99","2 - Não deve permitir cadastro sem token","","2026-08-14","passed","2026-08-14","","CT-API-001 - Cadastro de Produtos","",""
"","183","CT-API-003 - Deve criar e buscar um usuário pelo ID","","2026-08-14","passed","2026-08-14","","CRUD Usuário - Buscar por ID","",""
"","98","2 - Deve retornar todos os campos do produto","","2026-08-14","passed","2026-08-14","","CT-API-002 - Buscar Produto por ID","",""
"","98","4 - Os dados do produto localizado devem corresponder ao cadastro","","2026-08-14","passed","2026-08-14","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","100","2 - Deve localizar o produto pelo nome","","2026-08-14","passed","2026-08-14","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","98","3 - O ID retornado deve ser o mesmo informado na requisição","","2026-08-14","passed","2026-08-14","","CT-API-002 - Buscar Produto por ID","",""
"","971","3 - Deve informar senha incorreta","","2026-08-14","passed","2026-08-14","","CT-UI-002 - Login de usuário","",""
"","187","CT-API-006 - Deve retornar os dados atualizados do usuário","","2026-08-14","failed","2026-08-14","","Validar alteração do usuário","",""
"","81","1 - Deve excluir um produto com sucesso","","2026-08-14","passed","2026-08-14","","CT-API-006 - Excluir Produto","",""
"","93","CT-API-003 - Deve retornar mensagem de validação para ID inválido","","2026-08-14","passed","2026-08-14","","Buscar usuário com ID inválido","",""
"","92","3 - Nenhum valor antigo deve permanecer após a atualização","","2026-08-14","passed","2026-08-14","","CT-API-005 - Validar Atualização do Produto","",""
"","6453","CT-FE-001 - Deve criar um novo usuário com sucesso","","2026-08-14","passed","2026-08-14","","Cadastro de usuário","",""
"","88","1 - Deve buscar um produto pelo ID com sucesso","","2026-08-14","passed","2026-08-14","","CT-API-002 - Buscar Produto por ID","",""
"","250","CT-API-005 - Deve atualizar apenas o e-mail de um usuário existente mantendo o mesmo _id","","2026-08-14","failed","2026-08-14","","Atualizar usuário com PATCH","",""
"","174","CT-API-010 - Deve criar usuário e rejeitar segundo cadastro com e-mail duplicado","","2026-08-14","passed","2026-08-14","","CT-API-010 - Cadastro de Usuário com E-mail Duplicado","",""
"","84","1 - Deve cadastrar um produto com sucesso","","2026-08-14","passed","2026-08-14","","CT-API-001 - Cadastro de Produtos","",""
"","88","Deve rejeitar login - Senha inválida","","2026-08-14","passed","2026-08-14","","CT-API-009 - Login inválido","",""
"","244","CT-API-005 - Deve atualizar os dados do usuário","","2026-08-14","failed","2026-08-14","","Atualizar usuário existente","",""
"","1490","1 - Deve realizar login com sucesso","","2026-08-14","passed","2026-08-14","","CT-UI-002 - Login de usuário","",""
"","321","CT-API-004 - Deve listar o usuário recém-cadastrado","","2026-08-14","passed","2026-08-14","","Listar usuários","",""
"","175","3 - Não deve permitir cadastrar produto com nome duplicado","","2026-08-14","passed","2026-08-14","","CT-API-001 - Cadastro de Produtos","",""
"","97","2 - Deve manter o mesmo ID após a atualização","","2026-08-14","passed","2026-08-14","","CT-API-005 - Validar Atualização do Produto","",""
"","1059","4 - Deve validar senha obrigatória","","2026-08-14","passed","2026-08-14","","CT-UI-001 - Cadastro de usuário","",""
"","89","CT-API-001 - Deve criar um novo usuário","","2026-08-14","passed","2026-08-14","","Cadastro de usuário com e-mail dinâmico","",""
"","273","CT-API-005 - Deve atualizar um usuário existente mantendo o mesmo _id","","2026-08-14","passed","2026-08-14","","Atualizar usuário","",""
"","101","Deve rejeitar login - E-mail inválido","","2026-08-14","passed","2026-08-14","","CT-API-009 - Login inválido","",""
"","446","5 - Deve validar email obrigatório","","2026-08-14","passed","2026-08-14","","CT-UI-002 - Login de usuário","",""
"","181","2 - O produto não deve mais existir após a exclusão","","2026-08-14","passed","2026-08-14","","CT-API-006 - Excluir Produto","",""
"","246","CT-API-007 - Deve excluir um usuário e validar que ele não existe mais","","2026-08-14","passed","2026-08-14","","Excluir Usuário (DELETE)","",""
"","83","1 - Deve consultar o produto atualizado","","2026-08-14","passed","2026-08-14","","CT-API-005 - Validar Atualização do Produto","",""
