"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","71","2 - Deve manter o mesmo ID após a atualização","","2026-07-10","passed","2026-07-10","","CT-API-005 - Validar Atualização do Produto","",""
"","58","1 - Deve cadastrar um produto com sucesso","","2026-07-10","passed","2026-07-10","","CT-API-001 - Cadastro de Produtos","",""
"","912","6 - Deve validar senha obrigatória","","2026-07-10","passed","2026-07-10","","CT-UI-002 - Login de usuário","",""
"","126","3 - Não deve permitir cadastrar produto com nome duplicado","","2026-07-10","passed","2026-07-10","","CT-API-001 - Cadastro de Produtos","",""
"","53","1 - Deve confirmar que o produto foi removido com sucesso","","2026-07-10","passed","2026-07-10","","CT-API-007 - Validar Exclusão do Produto","",""
"","75","4 - Não deve permitir preço negativo","","2026-07-10","passed","2026-07-10","","CT-API-001 - Cadastro de Produtos","",""
"","1269","2 - Deve informar que o usuário não foi encontrado","","2026-07-10","passed","2026-07-10","","CT-UI-002 - Login de usuário","",""
"","70","2 - Deve localizar o produto pelo nome","","2026-07-10","passed","2026-07-10","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","173","CT-API-002 - Deve realizar login com sucesso","","2026-07-10","failed","2026-07-10","","Login de usuário","",""
"","1604","1 - Deve realizar login com sucesso","","2026-07-10","passed","2026-07-10","","CT-UI-002 - Login de usuário","",""
"","174","CT-API-008 - Deve excluir um usuário e validar que ele não existe mais","","2026-07-10","passed","2026-07-10","","Excluir Usuário (DELETE)","",""
"","1688","2 - Não deve permitir email já cadastrado","","2026-07-10","passed","2026-07-10","","CT-UI-001 - Cadastro de usuário","",""
"","190","CT-API-005 - Deve atualizar os dados do usuário","","2026-07-10","failed","2026-07-10","","Atualizar usuário existente","",""
"","64","5 - Deve permitir cadastrar produto sem estoque","","2026-07-10","passed","2026-07-10","","CT-API-001 - Cadastro de Produtos","",""
"","163","CT-API-004 - Deve listar o usuário recém-cadastrado","","2026-07-10","passed","2026-07-10","","Listar usuários","",""
