"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","137","3 - Deve localizar um produto com _id válido","","2026-09-24","passed","2026-09-24","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","981","6 - Deve validar senha obrigatória","","2026-09-24","passed","2026-09-24","","CT-UI-002 - Login de usuário","",""
"","1177","3 - Deve informar senha incorreta","","2026-09-24","passed","2026-09-24","","CT-UI-002 - Login de usuário","",""
"","63","1 - Deve cadastrar um produto com sucesso","","2026-09-24","passed","2026-09-24","","CT-API-001 - Cadastro de Produtos","",""
"","102","CT-API-002 - Deve realizar login com sucesso","","2026-09-24","passed","2026-09-24","","Login de usuário","",""
"","117","2 - Deve localizar o produto pelo nome","","2026-09-24","passed","2026-09-24","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","937","4 - Deve validar email inválido","","2026-09-24","passed","2026-09-24","","CT-UI-002 - Login de usuário","",""
"","94","2 - O ID excluído não deve retornar nenhum registro válido","","2026-09-24","passed","2026-09-24","","CT-API-007 - Validar Exclusão do Produto","",""
"","86","2 - Não deve permitir cadastro sem token","","2026-09-24","passed","2026-09-24","","CT-API-001 - Cadastro de Produtos","",""
"","58","1 - Deve confirmar que o produto foi removido com sucesso","","2026-09-24","passed","2026-09-24","","CT-API-007 - Validar Exclusão do Produto","",""
"","239","CT-API-004 - Deve listar o usuário recém-cadastrado","","2026-09-24","passed","2026-09-24","","Listar usuários","",""
"","94","2 - Deve manter o mesmo ID após a atualização","","2026-09-24","passed","2026-09-24","","CT-API-005 - Validar Atualização do Produto","",""
"","1403","2 - Deve informar que o usuário não foi encontrado","","2026-09-24","passed","2026-09-24","","CT-UI-002 - Login de usuário","",""
"","73","5 - Deve permitir cadastrar produto sem estoque","","2026-09-24","passed","2026-09-24","","CT-API-001 - Cadastro de Produtos","",""
"","6017","CT-FE-001 - Deve criar um novo usuário com sucesso","","2026-09-24","passed","2026-09-24","","Cadastro de usuário","",""
"","73","Deve rejeitar login - Senha inválida","","2026-09-24","passed","2026-09-24","","CT-API-009 - Login inválido","",""
"","151","2 - O produto não deve mais existir após a exclusão","","2026-09-24","passed","2026-09-24","","CT-API-006 - Excluir Produto","",""
"","81","CT-API-001 - Deve criar um novo usuário","","2026-09-24","passed","2026-09-24","","Cadastro de usuário com e-mail dinâmico","",""
"","1294","3 - Deve validar email inválido","","2026-09-24","passed","2026-09-24","","CT-UI-001 - Cadastro de usuário","",""
"","5992","1 - Deve criar um novo usuário com sucesso","","2026-09-24","passed","2026-09-24","","CT-UI-001 - Cadastro de usuário","",""
"","204","CT-API-007 - Deve excluir um usuário e validar que ele não existe mais","","2026-09-24","passed","2026-09-24","","Excluir Usuário (DELETE)","",""
"","142","CT-API-010 - Deve criar usuário e rejeitar segundo cadastro com e-mail duplicado","","2026-09-24","passed","2026-09-24","","CT-API-010 - Cadastro de Usuário com E-mail Duplicado","",""
"","81","CT-API-011 - Deve retornar 400 quando o usuário não existir","","2026-09-24","passed","2026-09-24","","Buscar usuário inexistente","",""
"","171","3 - Não deve permitir cadastrar produto com nome duplicado","","2026-09-24","passed","2026-09-24","","CT-API-001 - Cadastro de Produtos","",""
"","1212","4 - Deve validar senha obrigatória","","2026-09-24","passed","2026-09-24","","CT-UI-001 - Cadastro de usuário","",""
"","73","1 - Deve buscar um produto pelo ID com sucesso","","2026-09-24","passed","2026-09-24","","CT-API-002 - Buscar Produto por ID","",""
"","191","CT-API-005 - Deve atualizar os dados do usuário","","2026-09-24","failed","2026-09-24","","Atualizar usuário existente","",""
"","2934","1 - Deve realizar login com sucesso","","2026-09-24","passed","2026-09-24","","CT-UI-002 - Login de usuário","",""
"","92","4 - Os dados do produto localizado devem corresponder ao cadastro","","2026-09-24","passed","2026-09-24","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","92","4 - Não deve permitir preço negativo","","2026-09-24","passed","2026-09-24","","CT-API-001 - Cadastro de Produtos","",""
"","88","CT-API-003 - Deve retornar mensagem de validação para ID inválido","","2026-09-24","passed","2026-09-24","","Buscar usuário com ID inválido","",""
"","82","1 - Deve consultar o produto atualizado","","2026-09-24","passed","2026-09-24","","CT-API-005 - Validar Atualização do Produto","",""
"","140","CT-API-003 - Deve criar e buscar um usuário pelo ID","","2026-09-24","passed","2026-09-24","","CRUD Usuário - Buscar por ID","",""
"","138","CT-API-005 - Deve retornar 405 Method Not Allowed ao tentar atualizar um usuário com PATCH","","2026-09-24","passed","2026-09-24","","Atualizar usuário com PATCH","",""
"","173","CT-API-001.2 - Cadastro com campos vazios","","2026-09-24","failed","2026-09-24","","Cadastro de usuário","",""
"","85","3 - O ID retornado deve ser o mesmo informado na requisição","","2026-09-24","passed","2026-09-24","","CT-API-002 - Buscar Produto por ID","",""
"","1772","2 - Não deve permitir email já cadastrado","","2026-09-24","passed","2026-09-24","","CT-UI-001 - Cadastro de usuário","",""
"","71","1 - Deve excluir um produto com sucesso","","2026-09-24","passed","2026-09-24","","CT-API-006 - Excluir Produto","",""
"","191","CT-API-006 - Deve retornar os dados atualizados do usuário","","2026-09-24","failed","2026-09-24","","Validar alteração do usuário","",""
"","195","CT-API-008 - Deve excluir um usuário e validar que ele não existe mais","","2026-09-24","passed","2026-09-24","","Excluir Usuário (DELETE)","",""
"","625","5 - Deve validar email obrigatório","","2026-09-24","passed","2026-09-24","","CT-UI-002 - Login de usuário","",""
"","70","Deve rejeitar login - E-mail inválido","","2026-09-24","passed","2026-09-24","","CT-API-009 - Login inválido","",""
"","114","1 - Deve listar todos os produtos","","2026-09-24","passed","2026-09-24","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","83","CT-API-003 - Deve informar que o ID precisa ter 16 caracteres alfanuméricos","","2026-09-24","passed","2026-09-24","","Validação de formato do ID","",""
"","76","3 - Nenhum valor antigo deve permanecer após a atualização","","2026-09-24","passed","2026-09-24","","CT-API-005 - Validar Atualização do Produto","",""
"","188","CT-API-001.1 - Cadastro com e-mail duplicado","","2026-09-24","failed","2026-09-24","","Cadastro de usuário","",""
"","203","CT-API-005 - Deve atualizar um usuário existente mantendo o mesmo _id","","2026-09-24","passed","2026-09-24","","Atualizar usuário","",""
