"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1490","2 - Não deve permitir email já cadastrado","","2026-09-02","passed","2026-09-02","","CT-UI-001 - Cadastro de usuário","",""
"","6385","CT-FE-001 - Deve criar um novo usuário com sucesso","","2026-09-02","passed","2026-09-02","","Cadastro de usuário","",""
"","103","2 - Deve manter o mesmo ID após a atualização","","2026-09-02","passed","2026-09-02","","CT-API-005 - Validar Atualização do Produto","",""
"","297","CT-API-007 - Deve excluir um usuário e validar que ele não existe mais","","2026-09-02","passed","2026-09-02","","Excluir Usuário (DELETE)","",""
"","118","CT-API-002 - Deve realizar login com sucesso","","2026-09-02","passed","2026-09-02","","Login de usuário","",""
"","193","CT-API-001.2 - Cadastro com campos vazios","","2026-09-02","failed","2026-09-02","","Cadastro de usuário","",""
"","100","1 - Deve consultar o produto atualizado","","2026-09-02","passed","2026-09-02","","CT-API-005 - Validar Atualização do Produto","",""
"","1141","4 - Deve validar senha obrigatória","","2026-09-02","passed","2026-09-02","","CT-UI-001 - Cadastro de usuário","",""
"","112","CT-API-003 - Deve retornar mensagem de validação para ID inválido","","2026-09-02","passed","2026-09-02","","Buscar usuário com ID inválido","",""
"","105","4 - Os dados do produto localizado devem corresponder ao cadastro","","2026-09-02","passed","2026-09-02","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","94","1 - Deve buscar um produto pelo ID com sucesso","","2026-09-02","passed","2026-09-02","","CT-API-002 - Buscar Produto por ID","",""
"","294","CT-API-005 - Deve atualizar apenas o e-mail de um usuário existente mantendo o mesmo _id","","2026-09-02","failed","2026-09-02","","Atualizar usuário com PATCH","",""
"","1040","3 - Deve informar senha incorreta","","2026-09-02","passed","2026-09-02","","CT-UI-002 - Login de usuário","",""
"","121","2 - Deve localizar o produto pelo nome","","2026-09-02","passed","2026-09-02","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","187","2 - O produto não deve mais existir após a exclusão","","2026-09-02","passed","2026-09-02","","CT-API-006 - Excluir Produto","",""
"","372","CT-API-004 - Deve listar o usuário recém-cadastrado","","2026-09-02","passed","2026-09-02","","Listar usuários","",""
"","230","CT-API-001.1 - Cadastro com e-mail duplicado","","2026-09-02","failed","2026-09-02","","Cadastro de usuário","",""
"","300","CT-API-005 - Deve atualizar um usuário existente mantendo o mesmo _id","","2026-09-02","passed","2026-09-02","","Atualizar usuário","",""
"","111","3 - Deve localizar um produto com _id válido","","2026-09-02","passed","2026-09-02","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","94","1 - Deve cadastrar um produto com sucesso","","2026-09-02","passed","2026-09-02","","CT-API-001 - Cadastro de Produtos","",""
"","86","1 - Deve confirmar que o produto foi removido com sucesso","","2026-09-02","passed","2026-09-02","","CT-API-007 - Validar Exclusão do Produto","",""
"","200","CT-API-010 - Deve criar usuário e rejeitar segundo cadastro com e-mail duplicado","","2026-09-02","passed","2026-09-02","","CT-API-010 - Cadastro de Usuário com E-mail Duplicado","",""
"","5710","1 - Deve criar um novo usuário com sucesso","","2026-09-02","passed","2026-09-02","","CT-UI-001 - Cadastro de usuário","",""
"","106","CT-API-003 - Deve informar que o ID precisa ter 16 caracteres alfanuméricos","","2026-09-02","passed","2026-09-02","","Validação de formato do ID","",""
"","1116","2 - Deve informar que o usuário não foi encontrado","","2026-09-02","passed","2026-09-02","","CT-UI-002 - Login de usuário","",""
"","112","CT-API-001 - Deve criar um novo usuário","","2026-09-02","passed","2026-09-02","","Cadastro de usuário com e-mail dinâmico","",""
"","294","CT-API-008 - Deve excluir um usuário e validar que ele não existe mais","","2026-09-02","passed","2026-09-02","","Excluir Usuário (DELETE)","",""
"","770","6 - Deve validar senha obrigatória","","2026-09-02","passed","2026-09-02","","CT-UI-002 - Login de usuário","",""
"","211","CT-API-005 - Deve retornar 405 Method Not Allowed ao tentar atualizar um usuário com PATCH","","2026-09-02","passed","2026-09-02","","Atualizar usuário com PATCH","",""
"","199","3 - Não deve permitir cadastrar produto com nome duplicado","","2026-09-02","passed","2026-09-02","","CT-API-001 - Cadastro de Produtos","",""
"","1615","1 - Deve realizar login com sucesso","","2026-09-02","passed","2026-09-02","","CT-UI-002 - Login de usuário","",""
"","1137","3 - Deve validar email inválido","","2026-09-02","passed","2026-09-02","","CT-UI-001 - Cadastro de usuário","",""
"","117","CT-API-011 - Deve retornar 400 quando o usuário não existir","","2026-09-02","passed","2026-09-02","","Buscar usuário inexistente","",""
"","766","4 - Deve validar email inválido","","2026-09-02","passed","2026-09-02","","CT-UI-002 - Login de usuário","",""
