"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","87","2 - O produto não deve mais existir após a exclusão","","2026-08-13","passed","2026-08-13","","CT-API-006 - Excluir Produto","",""
"","47","Deve rejeitar login - Senha inválida","","2026-08-13","passed","2026-08-13","","CT-API-009 - Login inválido","",""
"","1177","2 - Deve informar que o usuário não foi encontrado","","2026-08-13","passed","2026-08-13","","CT-UI-002 - Login de usuário","",""
"","138","CT-API-001.2 - Cadastro com campos vazios","","2026-08-13","failed","2026-08-13","","Cadastro de usuário","",""
"","52","3 - O ID retornado deve ser o mesmo informado na requisição","","2026-08-13","passed","2026-08-13","","CT-API-002 - Buscar Produto por ID","",""
"","129","CT-API-007 - Deve excluir um usuário e validar que ele não existe mais","","2026-08-13","passed","2026-08-13","","Excluir Usuário (DELETE)","",""
"","66","5 - Deve permitir cadastrar produto sem estoque","","2026-08-13","passed","2026-08-13","","CT-API-001 - Cadastro de Produtos","",""
"","814","6 - Deve validar senha obrigatória","","2026-08-13","passed","2026-08-13","","CT-UI-002 - Login de usuário","",""
"","120","CT-API-004 - Deve listar o usuário recém-cadastrado","","2026-08-13","passed","2026-08-13","","Listar usuários","",""
"","62","CT-API-002 - Deve realizar login com sucesso","","2026-08-13","passed","2026-08-13","","Login de usuário","",""
"","47","1 - Deve listar todos os produtos","","2026-08-13","passed","2026-08-13","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","77","3 - Nenhum valor antigo deve permanecer após a atualização","","2026-08-13","passed","2026-08-13","","CT-API-005 - Validar Atualização do Produto","",""
"","5747","1 - Deve criar um novo usuário com sucesso","","2026-08-13","passed","2026-08-13","","CT-UI-001 - Cadastro de usuário","",""
"","59","3 - Deve localizar um produto com _id válido","","2026-08-13","passed","2026-08-13","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","38","1 - Deve consultar o produto atualizado","","2026-08-13","passed","2026-08-13","","CT-API-005 - Validar Atualização do Produto","",""
"","59","CT-API-001 - Deve criar um novo usuário","","2026-08-13","passed","2026-08-13","","Cadastro de usuário com e-mail dinâmico","",""
"","1573","2 - Não deve permitir email já cadastrado","","2026-08-13","passed","2026-08-13","","CT-UI-001 - Cadastro de usuário","",""
"","42","1 - Deve excluir um produto com sucesso","","2026-08-13","passed","2026-08-13","","CT-API-006 - Excluir Produto","",""
"","36","1 - Deve confirmar que o produto foi removido com sucesso","","2026-08-13","passed","2026-08-13","","CT-API-007 - Validar Exclusão do Produto","",""
"","102","3 - Não deve permitir cadastrar produto com nome duplicado","","2026-08-13","passed","2026-08-13","","CT-API-001 - Cadastro de Produtos","",""
"","87","CT-API-005 - Deve retornar 405 Method Not Allowed ao tentar atualizar um usuário com PATCH","","2026-08-13","passed","2026-08-13","","Atualizar usuário com PATCH","",""
"","57","2 - Deve localizar o produto pelo nome","","2026-08-13","passed","2026-08-13","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","57","CT-API-011 - Deve retornar 400 quando o usuário não existir","","2026-08-13","passed","2026-08-13","","Buscar usuário inexistente","",""
"","52","Deve rejeitar login - E-mail inválido","","2026-08-13","passed","2026-08-13","","CT-API-009 - Login inválido","",""
