"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","197","CT-API-003 - Deve criar e buscar um usuário pelo ID","","2026-08-02","passed","2026-08-02","","CRUD Usuário - Buscar por ID","",""
"","1048","3 - Deve informar senha incorreta","","2026-08-02","passed","2026-08-02","","CT-UI-002 - Login de usuário","",""
"","106","CT-API-003 - Deve retornar mensagem de validação para ID inválido","","2026-08-02","passed","2026-08-02","","Buscar usuário com ID inválido","",""
"","91","1 - Deve buscar um produto pelo ID com sucesso","","2026-08-02","passed","2026-08-02","","CT-API-002 - Buscar Produto por ID","",""
"","5845","1 - Deve criar um novo usuário com sucesso","","2026-08-02","passed","2026-08-02","","CT-UI-001 - Cadastro de usuário","",""
"","99","1 - Deve cadastrar um produto com sucesso","","2026-08-02","passed","2026-08-02","","CT-API-001 - Cadastro de Produtos","",""
"","182","CT-API-005 - Deve atualizar os dados do usuário","","2026-08-02","failed","2026-08-02","","Atualizar usuário existente","",""
"","96","3 - O ID retornado deve ser o mesmo informado na requisição","","2026-08-02","passed","2026-08-02","","CT-API-002 - Buscar Produto por ID","",""
"","108","2 - Não deve permitir cadastro sem token","","2026-08-02","passed","2026-08-02","","CT-API-001 - Cadastro de Produtos","",""
"","114","2 - Deve localizar o produto pelo nome","","2026-08-02","passed","2026-08-02","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","193","2 - O produto não deve mais existir após a exclusão","","2026-08-02","passed","2026-08-02","","CT-API-006 - Excluir Produto","",""
"","193","CT-API-010 - Deve criar usuário e rejeitar segundo cadastro com e-mail duplicado","","2026-08-02","passed","2026-08-02","","CT-API-010 - Cadastro de Usuário com E-mail Duplicado","",""
"","207","CT-API-006 - Deve retornar os dados atualizados do usuário","","2026-08-02","failed","2026-08-02","","Validar alteração do usuário","",""
"","99","5 - Deve permitir cadastrar produto sem estoque","","2026-08-02","passed","2026-08-02","","CT-API-001 - Cadastro de Produtos","",""
"","288","CT-API-005 - Deve atualizar um usuário existente mantendo o mesmo _id","","2026-08-02","passed","2026-08-02","","Atualizar usuário","",""
"","101","3 - Nenhum valor antigo deve permanecer após a atualização","","2026-08-02","passed","2026-08-02","","CT-API-005 - Validar Atualização do Produto","",""
"","339","CT-API-004 - Deve listar o usuário recém-cadastrado","","2026-08-02","passed","2026-08-02","","Listar usuários","",""
"","100","Deve rejeitar login - E-mail inválido","","2026-08-02","passed","2026-08-02","","CT-API-009 - Login inválido","",""
"","100","2 - Deve manter o mesmo ID após a atualização","","2026-08-02","passed","2026-08-02","","CT-API-005 - Validar Atualização do Produto","",""
"","112","CT-API-011 - Deve retornar 400 quando o usuário não existir","","2026-08-02","passed","2026-08-02","","Buscar usuário inexistente","",""
"","190","CT-API-005 - Deve retornar 405 Method Not Allowed ao tentar atualizar um usuário com PATCH","","2026-08-02","passed","2026-08-02","","Atualizar usuário com PATCH","",""
"","294","CT-API-005 - Deve atualizar apenas o e-mail de um usuário existente mantendo o mesmo _id","","2026-08-02","failed","2026-08-02","","Atualizar usuário com PATCH","",""
"","801","4 - Deve validar email inválido","","2026-08-02","passed","2026-08-02","","CT-UI-002 - Login de usuário","",""
"","1166","4 - Deve validar senha obrigatória","","2026-08-02","passed","2026-08-02","","CT-UI-001 - Cadastro de usuário","",""
"","525","5 - Deve validar email obrigatório","","2026-08-02","passed","2026-08-02","","CT-UI-002 - Login de usuário","",""
"","106","CT-API-003 - Deve informar que o ID precisa ter 16 caracteres alfanuméricos","","2026-08-02","passed","2026-08-02","","Validação de formato do ID","",""
"","90","1 - Deve excluir um produto com sucesso","","2026-08-02","passed","2026-08-02","","CT-API-006 - Excluir Produto","",""
"","89","1 - Deve consultar o produto atualizado","","2026-08-02","passed","2026-08-02","","CT-API-005 - Validar Atualização do Produto","",""
"","803","6 - Deve validar senha obrigatória","","2026-08-02","passed","2026-08-02","","CT-UI-002 - Login de usuário","",""
"","99","4 - Os dados do produto localizado devem corresponder ao cadastro","","2026-08-02","passed","2026-08-02","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","99","2 - O ID excluído não deve retornar nenhum registro válido","","2026-08-02","passed","2026-08-02","","CT-API-007 - Validar Exclusão do Produto","",""
"","91","1 - Deve listar todos os produtos","","2026-08-02","passed","2026-08-02","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","285","CT-API-007 - Deve excluir um usuário e validar que ele não existe mais","","2026-08-02","passed","2026-08-02","","Excluir Usuário (DELETE)","",""
"","130","CT-API-002 - Deve realizar login com sucesso","","2026-08-02","passed","2026-08-02","","Login de usuário","",""
"","99","3 - Deve localizar um produto com _id válido","","2026-08-02","passed","2026-08-02","","CT-API-003 - Listar Produtos e Localizar um Produto","",""
"","97","Deve rejeitar login - Senha inválida","","2026-08-02","passed","2026-08-02","","CT-API-009 - Login inválido","",""
"","6782","CT-FE-001 - Deve criar um novo usuário com sucesso","","2026-08-02","passed","2026-08-02","","Cadastro de usuário","",""
"","1138","2 - Deve informar que o usuário não foi encontrado","","2026-08-02","passed","2026-08-02","","CT-UI-002 - Login de usuário","",""
"","100","2 - Deve retornar todos os campos do produto","","2026-08-02","passed","2026-08-02","","CT-API-002 - Buscar Produto por ID","",""
"","209","CT-API-001.1 - Cadastro com e-mail duplicado","","2026-08-02","failed","2026-08-02","","Cadastro de usuário","",""
"","1714","2 - Não deve permitir email já cadastrado","","2026-08-02","passed","2026-08-02","","CT-UI-001 - Cadastro de usuário","",""
